article_id,title,link,paragraph
1779,Football Association of Zambia,https://en.wikipedia.org/wiki/Football_Association_of_Zambia,This article about an association football-related organization is a stub. You can help Wikipedia by expanding it.
1780,Chipata Airport,https://en.wikipedia.org/wiki/Chipata_Airport,"Chipata Airport (IATA: CIP, ICAO: FLCP) is an airport serving Chipata, a city in the Eastern Province of Zambia."
1781,Congo River,https://en.wikipedia.org/wiki/Congo_River,"Downstream of Kinshasa, from the river mouth at Banana, there are a few major tributaries, all on the left side."
1782,Rhodesia and Nyasaland pound,https://en.wikipedia.org/wiki/Rhodesia_and_Nyasaland_pound,"From 1956 to 1961, the Bank of Rhodesia and Nyasaland introduced notes for 10 shillings, 1, 5 and 10 pounds.[2]"
1783,Mporokoso Group,https://en.wikipedia.org/wiki/Mporokoso_Group,The group forms part of the regionally defined Muva Supergroup which occurs also in the Irumide Belt of Zambia.
1784,British South Africa Company,https://en.wikipedia.org/wiki/British_South_Africa_Company,"From 1925 until his death in 1937 Sir Henry Birchenough, a former Director of the company, served as president."
1785,International XI cricket team in Rhodesia in 1961-62,https://en.wikipedia.org/wiki/International_XI_cricket_team_in_Rhodesia_in_1961-62,This article on an international cricket tour of New Zealand is a stub. You can help Wikipedia by expanding it.
1786,List of mammals in Zambia,https://en.wikipedia.org/wiki/List_of_mammals_in_Zambia,"The order Primates contains humans and their closest relatives: lemurs, lorisoids, tarsiers, monkeys, and apes."
1787,2011 All-Africa Games,https://en.wikipedia.org/wiki/2011_All-Africa_Games,The schedule of the games was as follows. The calendar is to be completed with event finals information.[9][10]
1788,Kalambo River,https://en.wikipedia.org/wiki/Kalambo_River,"For more details see Kalambo Falls, including coverage of the important archaeological sites discovered there."
1789,Patriotic Front (Zambia),https://en.wikipedia.org/wiki/Patriotic_Front_(Zambia),"After several years, the PF gained power in the 2011 general elections, and governed until the 2021 elections."
1790,Water supply and sanitation in Zambia,https://en.wikipedia.org/wiki/Water_supply_and_sanitation_in_Zambia,According to the 1994 National Water Policy seven principles govern the state's policy in water and sanitation
1791,2011 All-Africa Games,https://en.wikipedia.org/wiki/2011_All-Africa_Games,"In December 2008, the Zambian government withdrew its offer to host the 2011 Games, due to a lack of funds.[5]"
1792,Judiciary of Zambia,https://en.wikipedia.org/wiki/Judiciary_of_Zambia,The Small Claims Courts deal with minor financial claims (less than K 20m) except in certain circumstances.[6]
1793,Zambia Railways,https://en.wikipedia.org/wiki/Zambia_Railways,"Zambia Railways operates the Mulobezi Railway, a branch line from Livingstone, built as a private timber line."
1794,Konkola Copper Mines,https://en.wikipedia.org/wiki/Konkola_Copper_Mines,This article about a copper-related corporation or company is a stub. You can help Wikipedia by expanding it.
1795,Cuisine of Zambia,https://en.wikipedia.org/wiki/Zambian_cuisine,The use of maize in dishes such as nsima or nshima happened during the latter half of the 20th century.[20]
1796,Zambia women's national rugby union team,https://en.wikipedia.org/wiki/Zambia_women%27s_national_rugby_union_team,See Women's international rugby for information about the status of international games and match numbering
1797,Mosi-oa-Tunya National Park,https://en.wikipedia.org/wiki/Mosi-oa-Tunya_National_Park,This park is considered for inclusion in the five-nation Kavango - Zambezi Transfrontier Conservation Area.
1798,History of Zambia,https://en.wikipedia.org/wiki/History_of_Zambia,This article deals with the history of the country now called Zambia from prehistoric times to the present.
1799,Namwanga,https://en.wikipedia.org/wiki/Namwanga,There are also some speakers of Namwanga in the north-west part of Chitipa District in northern Malawi.[4]
1800,Mita Hills Dam,https://en.wikipedia.org/wiki/Mita_Hills_Dam,"This article about a dam, floodgate or canal in Africa is a stub. You can help Wikipedia by expanding it."
1801,Lusaka Province,https://en.wikipedia.org/wiki/Lusaka_Province,A compilation of districts of Lusaka with their respective populations source of information in data [6]
1802,Cape to Cairo Road,https://en.wikipedia.org/wiki/Cape_to_Cairo_Road,The Cairo–Cape Town Highway follows much of the Cape-to-Cairo Road's route but it has a few differences.
1803,Sioma Ngwezi National Park,https://en.wikipedia.org/wiki/Sioma_Ngwezi_National_Park,This park is considered for inclusion in the 5 Nation Kavango - Zambezi Transfrontier Conservation Area.
1804,Mita Hills Dam,https://en.wikipedia.org/wiki/Mita_Hills_Dam,This article about a building or structure in Zambia is a stub. You can help Wikipedia by expanding it.
1805,Communications in Zambia,https://en.wikipedia.org/wiki/Communications_in_Zambia,"Telecommunications in Zambia includes radio, television, fixed and mobile telephones, and the Internet."
1806,History of Zambia,https://en.wikipedia.org/wiki/History_of_Zambia,The first Bantu people to arrive in Zambia came through the eastern route via the African Great Lakes.
1807,LGBT rights in Zambia,https://en.wikipedia.org/wiki/LGBT_rights_in_Zambia,"Same-sex sexual activity is proscribed by Cap. 87, Sections 155 through 157 of Zambia's penal code.[5]"
1808,Cairo Road,https://en.wikipedia.org/wiki/Cairo_Road,This African road or road transport-related article is a stub. You can help Wikipedia by expanding it.
1809,Mita Hills Dam,https://en.wikipedia.org/wiki/Mita_Hills_Dam,The reservoir is approximately 30 km long by 3-5 km wide. Bream dominate the fish species in the lake.
1810,Lake Kashiba,https://en.wikipedia.org/wiki/Lake_Kashiba,"Lake Kashiba is situated south-west of Luanshya in Zambia, close to Mpongwe and St Anthony's Mission."
1811,Demographics of Zambia,https://en.wikipedia.org/wiki/Demographics_of_Zambia,"The following demographic statistics are from the CIA World Factbook, unless otherwise indicated.[17]"
1812,Chichewa language,https://en.wikipedia.org/wiki/Chichewa_language,"Voiced and aspirated consonants, as well as [f] and [s], can also be preceded by a homorganic nasal:"
1813,Fanagalo,https://en.wikipedia.org/wiki/Fanagalo,"Chi-lapa-lapa thus is the ""language"" derived from lapa = ""there"", with reduplication for emphasis."
1814,Football Association of Zambia,https://en.wikipedia.org/wiki/Football_Association_of_Zambia,The FAZ Secretariat known as Football House is located on Alick Nkhata Road in the capital Lusaka.
1815,Federation of Free Trade Unions of Zambia,https://en.wikipedia.org/wiki/Federation_of_Free_Trade_Unions_of_Zambia,This article related to an African trade union is a stub. You can help Wikipedia by expanding it.
1816,Forest Rangers Football Club,https://en.wikipedia.org/wiki/Forest_Rangers_Football_Club,"In 1995, the sponsors (ZAFFICO Limited) under the cost saving measures policy disbanded the team."
1817,Lake Mweru,https://en.wikipedia.org/wiki/Lake_Mweru,"Mweru means 'lake' in a number of Bantu languages, so it is often referred to as just 'Mweru'.[2]"
1818,Rift Valley lakes,https://en.wikipedia.org/wiki/Rift_Valley_lakes,Lake Malawi and Lake Tanganyika have formed in the various valleys of the East African Rift zone.
1819,Kazembe,https://en.wikipedia.org/wiki/Kazembe,—extract from The Last Journals of David Livingstone in Central Africa from 1865 To His Death.[2]
1820,Heritage Party,https://en.wikipedia.org/wiki/Heritage_Party_(Zambia),This article about an African political party is a stub. You can help Wikipedia by expanding it.
1821,Zambia national basketball team,https://en.wikipedia.org/wiki/Zambia_national_basketball_team,"At the AfroBasket 2017 qualification, Zambia beat South Africa for the first time in history.[3]"
1822,Demographics of Zambia,https://en.wikipedia.org/wiki/Demographics_of_Zambia,The following demographic statistics of Zambia in 2019 are from the World Population Review.[16]
1823,Itezhi-Tezhi Dam,https://en.wikipedia.org/wiki/Itezhi-Tezhi_Dam,The Itezhi-Tezhi Dam has impacted the local ecology of the Kafue Flats in the following ways:[6]
1824,Shona language,https://en.wikipedia.org/wiki/Shona_language,"Shona's whistled sibilants are the fricatives ""sv"" and ""zv"" and the affricates ""tsv"" and ""dzv""."
1825,"Stand and Sing of Zambia, Proud and Free","https://en.wikipedia.org/wiki/Stand_and_Sing_of_Zambia,_Proud_and_Free",3. https://www.parliament.gov.zm/sites/default/files/documents/acts/National%20Anthem%20Act.pdf
1826,List of airports in Zambia,https://en.wikipedia.org/wiki/List_of_airports_in_Zambia,Airport names shown in bold indicate the airport has scheduled service on commercial airlines.
1827,Aero Zambia,https://en.wikipedia.org/wiki/Aero_Zambia,This article relating to an African airline is a stub. You can help Wikipedia by expanding it.
1828,Zambian pound,https://en.wikipedia.org/wiki/Zambian_pound,"In 1964, the Bank of Zambia introduced notes in denominations of 10 shillings, 1 and 5 pounds."
1829,Cuisine of Zambia,https://en.wikipedia.org/wiki/Zambian_cuisine,The Tonga people of the region have traditionally eaten insects which are cooked or dried.[30]
1830,Kalambo River,https://en.wikipedia.org/wiki/Kalambo_River,This article related to a river in Tanzania is a stub. You can help Wikipedia by expanding it.
1831,Green Buffaloes FC,https://en.wikipedia.org/wiki/Green_Buffaloes_FC,This article about a Zambian football club is a stub. You can help Wikipedia by expanding it.
1832,Victoria Falls,https://en.wikipedia.org/wiki/Victoria_Falls,Further geological history of the course of the Zambezi River is in the article of that name.
1833,Kariba Dam,https://en.wikipedia.org/wiki/Kariba_Dam,"Anthropologist Thayer Scudder, who has studied these communities since the late 1950s, wrote:"
1834,Northern Rhodesia at the 1964 Summer Olympics,https://en.wikipedia.org/wiki/Northern_Rhodesia_at_the_1964_Summer_Olympics,This 1964 Summer Olympics-related article is a stub. You can help Wikipedia by expanding it.
1835,Eastern Lunda,https://en.wikipedia.org/wiki/Eastern_Lunda,"See the Wikipedia entry for Kazembe for history, geography and culture of the Eastern Lunda."
1836,Dag Hammerskjold Stadium,https://en.wikipedia.org/wiki/Dag_Hammerskjold_Stadium,This article about a Zambian sports venue is a stub. You can help Wikipedia by expanding it.
1837,Zambia at the 1972 Summer Olympics,https://en.wikipedia.org/wiki/Zambia_at_the_1972_Summer_Olympics,This 1972 Summer Olympics-related article is a stub. You can help Wikipedia by expanding it.
1838,Chambeshi River,https://en.wikipedia.org/wiki/Chambeshi_River,This article related to a river in Zambia is a stub. You can help Wikipedia by expanding it.
1839,Zambia at the 1992 Summer Olympics,https://en.wikipedia.org/wiki/Zambia_at_the_1992_Summer_Olympics,This 1992 Summer Olympics–related article is a stub. You can help Wikipedia by expanding it.
1840,Lusaka Province,https://en.wikipedia.org/wiki/Lusaka_Province,"There is also a considerable presence of Europeans, Asians and other African nationalities."
1841,Zambian kwacha,https://en.wikipedia.org/wiki/Zambian_kwacha,The kwacha (ISO 4217 code: ZMW) is the currency of Zambia. It is subdivided into 100 ngwee.
1842,Zambian Airways,https://en.wikipedia.org/wiki/Zambian_Airways,The Zambian Airways fleet consisted of the following aircraft (as of 24 September 2008):[3]
1843,Zambia Scouts Association,https://en.wikipedia.org/wiki/Zambia_Scouts_Association,"The highest rank is the Eagle Award. The Scout Motto is Uwe Tayari, Be Prepared in Swahili."
1844,Mambwe,https://en.wikipedia.org/wiki/Mambwe_people,This article about a Tanzanian ethnicity is a stub. You can help Wikipedia by expanding it.
1845,Zambia Davis Cup team,https://en.wikipedia.org/wiki/Zambia_Davis_Cup_team,This article related to Davis Cup tennis is a stub. You can help Wikipedia by expanding it.
1846,Zambian kwacha,https://en.wikipedia.org/wiki/Zambian_kwacha,"On January 1, 2013, new coins were introduced, namely for 5, 10, 50 ngwee and 1 kwacha.[6]"
1847,Zambia at the 2006 Commonwealth Games,https://en.wikipedia.org/wiki/Zambia_at_the_2006_Commonwealth_Games,This Commonwealth Games-related article is a stub. You can help Wikipedia by expanding it.
1848,Zambia Airways,https://en.wikipedia.org/wiki/Zambia_Airways,Zambia Airways used to serve the following destinations when it operated:[citation needed]
